"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Joel Schumacher","Lauren Shuler Donner","Joel Schumacher","Columbia Pictures","Columbia Pictures Corporation","R","Drama","English","Jun 28, 1985, Original","Apr 1, 2010","1h 48m","Dolby, Stereo, Surround","35mm, Scope (2.35:1)","A group of recent college graduates embark on a series of misadventures in the real world. There's Kirby (Emilio Estevez), a waiter who wants to be a lawyer; Kevin (Andrew McCarthy), a moody writer who yearns for the wild Jules (Demi Moore) ; Alec (Judd Nelson), whose political aspirations alienate his girlfriend, Leslie (Ally Sheedy) ; and Wendy (Mare Winningham), a quiet girl in love with Billy (Rob Lowe), who juggles roles as husband, dad and drunk. Together they grapple with adulthood.",42,67,"St. Elmo's Fire"
