"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Jackie Chan, Chen Chi-Hwa","Jackie Chan, Edward Tang","Golden Way Films","PG-13","Action","Chinese","Apr 6, 2017","$109.8K","1h 29m","A kung-fu policeman (Jackie Chan) must protect a female witness (Brigitte Lin) from a Hong Kong drug lord for whom she used to work.",93,88,"Police Story"
