"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Roger Corman","Gene Corman","PG-13","War","English","Sep 16, 2008","1h 37m","Baron von Richthoven (John Phillip Law), better known as the Red Baron, is a highly skilled German fighter pilot and a gentlemen who respects tradition. His greatest Allied opponent, the Canadian Roy Brown (Don Stroud), has little use for the supposed dignity and honor of war. He just wants to shoot down Germans, especially the baron and his new tri-plane. The baron's superiors want the famous pilot to retire to a safer position, but he refuses, and eventually meets Brown in a deadly dogfight.",56,35,"Von Richthofen and Brown"
