"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Mary Harron","Christine Vachon, Tom Kalin","Mary Harron, Daniel Minahan, Jeremiah Newton","Orion Pictures, Samuel Goldwyn Company","Samuel Goldwyn Company","R","Biography","English","May 1, 1996, Wide","Jan 23, 2001","$1.8M","1h 46m","Surround","Valerie Solanas (Lili Taylor) is an aspiring writer who moves to New York City and supports herself with prostitution. Valerie meets controversial artist Andy Warhol (Jared Harris) and a host of other eccentrics in the New York art scene. While a book publisher wants Valerie to write a sexually explicit novel, Valerie sets out to convince Warhol to produce her play ""Up Your Ass."" Based on on true story, the film follows Valerie's journey from ambitious author to obsessed, delusional assassin.",77,70,"I Shot Andy Warhol"
