"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Raoul Walsh","Douglas Fairbanks","Douglas Fairbanks, Lotta Woods","United Artists","Douglas Fairbanks Pictures","Fantasy, Adventure","Mar 23, 1924, Wide","Jun 4, 2012","2h 35m","Academy (1.33:1)","A thief sneaks into a royal palace, where he sees and falls instantly in love with a beautiful princess. Pretending to be a prince, the thief woos the princess, who becomes enamored with him, but when guilt eats at him, the thief confesses to a holy man, who commands him to find a magic chest as penance. As he battles many obstacles to win the chest, the thief uses its powers to save Baghdad from a foreign invader and rescue his beloved.",97,83,"The Thief of Bagdad"
