"Director","Producer","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Claude Chabrol","André Génovès","R","Drama","French (Canada)","Sep 26, 1968, Original","Mar 23, 2004","1h 44m","The door to a labyrinth of trysts and betrayals is opened when the wealthy and bisexual Frederique (Stéphane Audran) seduces young Parisian street artist Why (Jacqueline Sassard) and then takes her to a villa in St. Tropez to spend the winter. There, architect Paul Thomas (Jean-Louis Trintignant) becomes involved with both women. When Frederique realizes that Why is deeply in love with Paul Thomas, she becomes envious, and begins a series of erotic mind games involving all three lovers.",79,67,"Les Biches"
