"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Scott Reynolds","Sue Rogers","Miramax","R","Mystery & Thriller","English","May 22, 2017","$2.0K","1h 42m","Robert (Martin Donovan) is in the midst of a vicious divorce and custody battle with his wife, Jennifer (Joanna Going), who, unbeknown to him, is sleeping with his psychiatrist, Melrose (Patrick Malahide). One night, Robert befriends a transgender dancer named Heaven (Danny Edwards), who, coincidentally, is seeing the same therapist. Heaven, a clairvoyant, recognizes Robert from her grisly visions of the future, which either foretell his doom or hold the key to his salvation.",60,58,"Heaven"
