"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Percy Adlon","Percy Adlon, Eleonore Adlon","Metro-Goldwyn-Mayer","Hessischer Rundfunk, Pelemele Film, Bayerischer Rundfunk, Pro-ject Filmproduktion [de]","PG","Comedy","English","Apr 22, 1988, Original","Nov 1, 2016","$17.9K","1h 32m","German tourist Jasmin Munchgstettner (Marianne Sägebrecht) argues with her husband after car trouble strands them along a dusty highway in the American Southwest. Fuming, she storms off and travels by foot to the nearest outpost of civilization -- the Bagdad Café. Upon arriving, she butts heads with the owner (CCH Pounder), but they soon forge an unlikely friendship. What begins as a few days' respite becomes a prolonged stay as Jasmine finds her niche within this eccentric truck-stop community.",81,88,"Bagdad Cafe"
