"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Ken Loach","Tony Garnett","David Mercer","EMI Films, Kestrel Films","Drama","English (United Kingdom)","1h 45m","Janice (Sandy Ratcliff), a 19-year-old girl living in 1970s Britain, is not getting along with her old-fashioned parents. When she gets pregnant, her mother (Grace Cave) and father (Bill Dean) pressure her into getting an abortion. Emotionally shut out by her parents and unable to keep a job, Janice becomes suicidal and has a nervous breakdown. Her parents have her committed to a mental hospital, where she suffers devastating side effects from intense shock therapy.",80,87,"Wednesday's Child"
