"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Reed Morano","Fred Berger, Peter Dinklage, Brian Kavanaugh-Jones, Fernando Loureiro, Mike Makowsky, Roberto Vasconcellos","Mike Makowsky","Momentum Pictures","Automatik Entertainment","R (Language)","Sci-Fi, Drama","English","Sep 14, 2018, Limited","Sep 21, 2018","1h 33m","Scope (2.35:1)","Del is alone in the world. After the human race is wiped out, he lives in his small, empty town, content in his solitude and the utopia he's methodically created for himself -- until he is discovered by Grace, an interloper whose history and motives are obscure. And to make matters worse, she wants to stay.",63,39,"I Think We're Alone Now"
