"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Scott Derrickson","Scott Derrickson, Paul Harris Boardman","Miramax","R","Horror","English","Apr 21, 2016","1h 39m","Stereo","A Los Angeles detective (Craig Sheffer) wakes to find himself in hell, and his only means of leaving is with Pinhead's (Doug Bradley) puzzle box.",14,35,"Hellraiser: Inferno"
