"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"John Hughes","Hilton A. Green","John Hughes","Universal Pictures, MCA/Universal Pictures [us]","Universal Pictures","PG","Comedy","English","May 4, 1984, Original","Jun 15, 2012","1h 30m","Stereo","With the occasion all but overshadowed by her sister's upcoming wedding, angst-ridden Samantha (Molly Ringwald) faces her 16th birthday with typical adolescent dread. Samantha pines for studly older boy Jake (Michael Schoeffling), but worries that her chastity will be a turnoff for the popular senior. Meanwhile, Samantha must constantly rebuff the affections of nerdy Ted (Anthony Michael Hall), the only boy in the school, unfortunately, who seems to take an interest in her.",81,85,"Sixteen Candles"
