"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Meghna Gulzar","Vineet Jain, Vishal Bhardwaj","Vishal Bhardwaj","Reliance Entertainment","Crime, Drama, Mystery & Thriller","English","Oct 2, 2015, Limited","Mar 17, 2017","$342.4K","2h 12m","Dolby Digital","Scope (2.35:1)","Police investigate the mysterious murder of a teenage girl.",91,89,"Guilty"
