"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Jeff Celentano","Jeff Celentano, Warren Ostergard","Angelo Pizzo, Scott Marshall Smith","Briarcliff Entertainment","Rescue Dog Productions, Sony Pictures, Vitamin A Films","PG","Biography, Drama, Sports","English","Aug 25, 2023, Wide","$5.4M","2h 6m","Growing up impoverished in small-town Texas, young Rickey Hill shows an extraordinary ability for hitting a baseball, despite being burdened by leg braces from a degenerative spinal disease. His stern, pastor father (DENNIS QUAID) discourages Rickey from playing baseball to protect him from injury, and to have him follow in his footsteps and become a preacher. As a young man, Rickey (COLIN FORD) becomes a baseball phenomenon. His desire to participate in a try-out for a legendary major league scout divides the family and threatens Rickey's dream of playing professional baseball.",44,97,"The Hill"
