"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Jonas Carpignano","Jonas Carpignano, Julie Billy, Paolo Carpignano, Jon Coplon, Eva Jakobsen, Katrin Pors, Carole Scotta, Ryan Zacarias","Jonas Carpignano","NEON","Eurimages, Haut et Court, Centre National du Cinéma et de L'image Animée, RAI Cinema, Doco Digital, Stayblack Productions, Arte, Ministero della Cultura (MiC)","R (Some Language and Drug Content)","Drama","Italian","May 27, 2022, Limited","$32.4K","2h 1m","Flat (1.85:1)","The Guerrasio family and friends gather to celebrate Claudio and Carmela's oldest daughter's 18th birthday. There is a healthy rivalry between the birthday girl and her 15-year-old sister Chiara as they compete on the dancefloor. It is a happy occasion, and the close-knit family are on top form. However, everything changes the next day when the father disappears. Chiara, unconvinced by the cover story, starts to investigate. As she gets closer to the truth, she is forced to decide what kind of future she wants for herself.",91,56,"A Chiara"
