"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Abel Ferrara","Mary Kane","Nicholas St. John","Metro-Goldwyn-Mayer","R","Mystery & Thriller","English","Nov 19, 1993, Original","Jan 3, 2018","$121.8K","1h 47m","Stereo","As his marriage rapidly deteriorates, respected New York City director Eddie Israel (Harvey Keitel) leaves his family on the East Coast and journeys to Los Angeles to make a film about a decadent husband and wife in a souring relationship. But Israel begins a love-hate affair with leading lady Sarah Jennings (Madonna), who's also sleeping with starring actor Francis Burns (James Russo). Amidst the drugs, alcohol, tears and promiscuity, reality and filmmaking become dangerously intermingled.",31,45,"Snake Eyes"
