"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Shannon Alexander","Shannon Alexander","Shannon Alexander","Indie Rights","Drama","English (Australia)","Jan 26, 2018, Limited","Jan 27, 2018","1h 28m","Levi is a homeless dropout who begins a romance with Sanja, the ex-girlfriend of his drug-addicted brother Wendel. His loyalties and sense of familial duty soon get tested when Wendel winds up in a deadly predicament.",57,90,"The Misguided"
