"Director","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Roy Ward Baker","R","Horror","English","Apr 27, 1973, Limited","Jan 1, 2019","1h 27m","Flat (1.85:1)","Newlyweds Charles (Ian Ogilvy) and Catherine Fengriffen (Stephanie Beacham) arrive at Charles' family's estate to begin their married life together -- but in doing so they inadvertently awaken an old family curse. Over a century ago, Charles' grandfather Henry (Herbert Lom) chopped off the hand of a stableman who was defending his wife from the aristocrat's unwanted advances. Now Catherine finds herself terrorized by delirious visions and a malicious spirit hell-bent on having its way with her.",40,43,"And Now the Screaming Starts"
