"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Régis Roinsard","Alain Attal","Régis Roinsard, Daniel Presley, Romain Compingt","Weinstein Co.","Wild Bunch, Belgacom, France 3 Cinéma, Panache Productions, Canal+, France Télévision, La Compagnie Cinématographique Européenne, Le Tax Shelter du Gouvernement Fédéral de Belgique, Région Wallone, Radio Télévision Belge Francophone, Les Productions du Trésor, France 2 Cinéma, Eurimages, Ciné+, Mars Film","R (A Scene of Sexuality)","Comedy, Drama","French (France)","Sep 6, 2013, Limited","May 28, 2013","$175.3K","1h 51m","Scope (2.35:1)","An insurance agent (Déborah François) and his new secretary (Romain Duris) become locked in the grip of romance and competition as they train together for a speed-typing contest.",73,71,"Populaire"
