"Director","Producer","Screenwriter","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Dave Borthwick, Jean Duval, Frank Passingham","Laurent Rodon, Claude Gorsky, Pascal Rodon","Ted Safram, Paul Bassett, Raolf Sanoussi, Stephane Sanoussi","G","Kids & Family, Adventure, Fantasy, Animation","English","1h 19m","Florence and her animal friends live in the Enchanted Village, which is under the care of Zebedee, a kindly wizard. However, a dark cloud approaches this sunny world. After being encased in ice for eons, Zeebad, Zebedee's evil double, reappears and threatens to start another ice age. The only way to stop Zeebad is for Florence and friends to find three magic diamonds before he does. Based on the cult TV series ""The Magic Roundabout.""",60,51,"The Magic Roundabout"
