"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Norman René","Stan Wlodkowski","Samuel Goldwyn Company","R","Drama","English","May 11, 1990, Original","Jan 23, 2001","$4.6M","1h 36m","During the 1980s, a group of gay men and their straight female friend confront the spread of AIDS. Personal trainer Willy (Campbell Scott) watches the epidemic grow, advocating for awareness. Willy's friend John (Dermot Mulroney) is the first to be infected, but soon it becomes clear that a pandemic is underway in the gay community. Willy, boyfriend Fuzzy (Stephen Caffrey) and his adopted sister, Lisa (Mary-Louise Parker), look on as their friends and loved ones succumb to the disease.",91,83,"Longtime Companion"
