"Director","Producer","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Stanley Kramer","Stanley Kramer","United Artists","Drama","English","Jun 28, 1955, Original","Nov 8, 2016","2h 15m","Ambitious medical student Lucas Marsh (Robert Mitchum) aspires to being a doctor with his own practice. Unable to fund his studies himself, he woos the warm, supportive nurse Kristina (Olivia de Havilland), who has the financial resources he needs for him to realize his dreams. The couple marries and moves to a small town, where Lucas works as an assistant to Dr. Runkleman (Charles Bickford). However, after a series of betrayals, Lucas is forced to face life without the help of others.",10,53,"Not as a Stranger"
