"Director","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"John Cromwell","United Artists","Selznick International Pictures","Drama","English","Jul 20, 1944, Original","Oct 19, 2004","2h 52m","When her husband leaves to fight in World War II, housewife Anne Hilton (Claudette Colbert) must struggle on alone to raise their two daughters, Jane (Jennifer Jones) and Bridget (Shirley Temple). With a tight budget, Anne is forced to take in two lodgers, elderly ex-soldier Col. William G. Smollett (Monty Woolley) and handsome Lt. Tony Willet (Joseph Cotten). However, loyal maid Fidelia (Hattie McDaniel) stays on unpaid and the makeshift household pulls together through home front hardships.",77,79,"Since You Went Away"
