"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Park Chan-wook","Park Chan-wook","Park Chan-wook, Seo-kyeong Jeong, Jeong Seo-kyeong","MUBI","CJ Entertainment, Moho Film","Mystery & Thriller, Crime, Drama, Romance","Korean","Oct 14, 2022, Limited","$2.2M","2h 18m","Dolby Atmos, Dolby Digital","Scope (2.35:1)","From a mountain peak in South Korea, a man plummets to his death. Did he jump, or was he pushed? When detective Hae-joon arrives on the scene, he begins to suspect the dead man's wife Seo-rae. But as he digs deeper into the investigation, he finds himself trapped in a web of deception and desire.",94,85,"Decision to Leave"
