"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Peter Bogdanovich","Peter Bogdanovich","Buck Henry, David Newman, Robert Benton","Warner Bros. Pictures","Saticoy Productions","G","Comedy","English","Mar 10, 1972, Wide","Sep 11, 2015","1h 34m","Two researchers have come to San Francisco to compete for a research grant in music. The man seems a bit distracted, and that was before he met a strange woman who has devoted her life to confusing and embarrassing him. At the same time a woman has her jewels stolen and a government whistle blower arrives with his stolen top secret papers.",89,88,"What's Up, Doc?"
