"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"James C.E. Burke","Brent Boyd","Entitled Entertainment","Entitled Entrtainment","R (Language)","Drama","English","Apr 22, 2005, Original","Sep 15, 2006","Apr 3, 2007","$60.6K","1h 50m","IN his mid-20s, Minneapolis native Duncan Shorter (Joshua Jackson) still lacks direction in life, so when his grandfather (Donald Sutherland) falls ill, he takes a job as a handyman in his grandparents' residence so he can be near them. While there, he falls into a relationship with a free-spirited home-health nurse (Juliette Lewis) who can help him move toward self-realization.",69,64,"Aurora Borealis"
