"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Francis Ford Coppola","Fred Roos, Fred Fuchs","Paramount Pictures","Lucasfilm Ltd.","PG","Biography, History, Drama","English","Aug 12, 1988, Original","Dec 31, 2016","$19.2M","1h 51m","Surround","Scope (2.35:1)","Obsessed with cars since childhood, inventor Preston Tucker (Jeff Bridges) has his first successful auto design partnership in the 1930s and designs a successful gun turret for World War II use. With those achievements under his belt, Tucker is determined to create a futuristic car for the masses: the Tucker Torpedo. However, his dreams are challenged by Detroit's auto manufacturers, production problems and accusations of stock fraud, and he is forced to defend his dream and honesty in court.",81,68,"Tucker: The Man and His Dream"
