"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Panos Cosmatos","Daniel Noah, Josh C. Waller, Elijah Wood, Nate Bolotin, Adrian Politowski","Panos Cosmatos, Aaron Stewart-Ahn","RLJE Films","SpectreVision, Company X, XYZ Films","Horror, Mystery & Thriller","English","Sep 14, 2018, Limited","Sep 14, 2018","$1.2M","2h 1m","Scope (2.35:1)","In the Pacific Northwest in 1983, outsiders Red Miller and Mandy Bloom lead a loving and peaceful existence. When their pine-scented haven is savagely destroyed by a cult led by the sadistic Jeremiah Sand, Red is catapulted into a phantasmagoric journey filled with bloody vengeance and laced with deadly fire.",90,67,"Mandy"
