"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Costa-Gavras","Claude Berri","Costa-Gavras, Jean-Claude Grumberg","Kino Pictures","Renn Productions, Canal Plus, Katharina, K.G. Productions","History, Drama","English","Jan 24, 2003, Wide","Aug 10, 2016","$274.3K","2h 12m","Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR","Flat (1.85:1)","Nazi officer Kurt Gerstein (Ulrich Tukur), a chemist by training, is assigned to develop a disinfectant to purify water for the German army, but soon discovers that his invention, Zyklon B, is being used to exterminate imprisoned Jews. Horrified, he approaches a number of diplomatic figures with his story, but only Riccardo Fontana (Mathieu Kassovitz), a priest, takes him seriously. Fontana returns to the Vatican but is informed by his superiors that they have more pressing concerns.",67,82,"Amen"
