"Director","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Ernst Lubitsch","Twentieth Century Fox","Comedy","English","1h 40m","To teach her to stay within her social station, Cluny Brown (Jennifer Jones) is sent by her plumber uncle to work as a parlor maid in the country house of Sir Henry Carmel (Reginald Owen) and his wife, Alice (Margaret Bannerman). Brown soon finds herself torn between her attraction to Adam Belinski (Charles Boyer), a political refugee staying as a houseguest, and the prospect of a stable marriage with stuffy Jonathan Wilson (Richard Haydn), a chemist.",94,79,"Cluny Brown"
