"Director","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Vincent Ward","PG","Fantasy","English","Jan 22, 2019","1h 32m","Surround","In Cumbria, England, in the year 1348, a village prepares for the dreadful onslaught of the Black Plague. Their only hope comes from an unlikely source -- Griffin (Hamish McFarlane), a boy who envisions salvation by journeying on a quest into another world. With his brother (Bruce Lyons) and four companions, Griffin leads them into a time portal to the 20th century. Suddenly, they find themselves in New Zealand in 1988, facing challenges even more frightening than the world they know.",88,78,"The Navigator"
