"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Martin Ritt","Jerry Wald","Irving Ravetch, Harriet Frank Jr.","20th Century Fox","20th Century Fox","Drama","English","Mar 27, 1959, Original","1h 55m","The once-prominent Compson family of Jefferson, Miss., has been reduced to near-penury by generations of alcoholism and sin. Levelheaded Jason (Yul Brynner) struggles to keep the family together, but his teenage stepsister, Quentin (Joanne Woodward), chafes against his strictures. When Quentin's estranged mother (Margaret Leighton) reappears in town and carnival worker Charles (Stuart Whitman) attempts to seduce the virginal teen, the family may finally be headed for complete collapse.",60,44,"The Sound and the Fury"
