"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jean-Paul Rappeneau","René Cleitman","Orion Pictures","PG","Romance","French (Canada)","Nov 16, 1990, Original","Jan 20, 2017","$1.5M","2h 15m","LC-Concept Digital Sound, Surround","Soldier and poet Cyrano de Bergerac (Gérard Depardieu) is in love with Roxane (Anne Brochet), but he's too ashamed to admit it because of his big nose. When a cadet, Christian (Vincent Perez), falls for Roxane, he asks for Cyrano's help in sharing his feelings. Cyrano writes love letters signed with Christian's name, and Roxane doesn't realize that it's Cyrano's words she falls for. She marries Christian, and Cyrano continues to keep the other man's secret, even after tragedy strikes.",100,90,"Cyrano de Bergerac"
