"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Ringo Lam","Ringo Lam, Karl Maka","Ringo Lam, Tommy Sham","R","Action","Chinese","May 20, 2017","1h 38m","An undercover cop (Chow Yun-Fat) infiltrates a gang of jewel thieves, but things go terribly wrong during a heist.",85,75,"City on Fire"
