"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Laurent Micheli","Sebastien Haguenauer, Benoit Roland","Laurent Micheli","Proximus, BNP Paribas Fortis Film Fund, 10:15! Productions, Lunanime, Wrong Men North, RTBF","Drama","French (France)","1h 33m","Academy (1.33:1)","Just when Lola, 18 years old and transgender, learns that she can finally have surgery, her mother, who is her only financial support, passes away. Abiding by her mother's last wishes, Lola and her father, who are permanently in conflict and have not seen each other for two years, undertake a journey all the way to the Belgian coast. They realize the outcome of the journey may not be the one they were both expecting...",71,NA,"Lola"
