"Director","Producer","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Ernest Thompson","Daniel Grodnik, Bill Badalato","R","Drama","English","Apr 16, 2002","$5.9M","1h 35m","Surround","Two rebellious youths, Ralph (Robert Downey Jr.) and Scott (Kiefer Sutherland), find themselves struggling with adulthood as the Vietnam War rages. Feeling trapped in their small town, Scott battles with his conservative veteran father, Cliff (Bruce Dern), and Ralph deals with his desperately sexual mother, Ev (Joanna Cassidy). When tragic news arrives from overseas, the entire town, inspired by Ralph and Scott's antiwar efforts, reevaluates its attitude toward the war.",55,44,"1969"
