"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Busby Berkeley","Manuel Seff, Peter Milne","Warner Bros. Pictures","Warner Brothers/Seven Arts","G","Musical, Comedy","English","Mar 15, 1935, Original","Nov 21, 2016","1h 35m","Mrs. Mathilda Prentiss (Alice Brady) arrives at a summer resort with her daughter, Ann (Gloria Stuart) and son, Humbolt (Frank McHugh) to put on the annual charity show. Ann is engaged to eccentric millionaire T. Mosley Thorpe (Hugh Herbert), who ignores her. To escort her daughter for the summer, Mathilda hires hotel desk clerk Dick Curtis (Dick Powell), whose fiancée, Arlene (Dorothy Dare), doesn't mind. Dick falls for Ann, Humbolt falls for Arlene, and the show's an expansive success.",100,71,"Gold Diggers of 1935"
