"Director","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Jazz Boon","Well Go USA","One Cool Film Production, Babieka","Action","Chinese","Aug 16, 2019, Limited","Apr 26, 2020","$293.7K","1h 40m","A car crash causes a war between local police and an international terrorist organization.",86,73,"Line Walker 2: Invisible Spy"
