"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Jesse Eisenberg","Ali Herting, Dave McCary, Emma Stone","Jesse Eisenberg","A24","CAA Media Finance, Universal Films, Fruit Tree Media","R (Language)","Comedy, Drama","English","Jan 20, 2023, Wide","1h 28m","Dolby Digital","Flat (1.85:1)","Evelyn (Julianne Moore) has devoted herself to helping people in hard times, but she struggles to connect with her son Ziggy (Finn Wolfhard), an aspiring internet star oblivious to the problems of the world. As Evelyn attempts to become a parent figure to an unassuming teenager she meets at her shelter, and Ziggy fumbles through his pursuit of a brilliant and politically conscious young woman at his high school, this emotional comedy reveals a funny and sharply perceptive portrait of a mother and son who may seem at odds but who are more alike than either would care to admit.",62,73,"When You Finish Saving the World"
