"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Vlad Feier","Regina Bang, Javier Del Olmo, Vlad Feier, Ana Paula Rivera","Vlad Feier, Peter Gutter","Blue Fox Entertainment","Atelier 44","Mystery & Thriller, Drama","English","Aug 28, 2020, Limited","Sep 4, 2020","1h 39m","Dolby Digital","Scope (2.35:1)","A journalist risks his life and career to solve the case of a missing 12-year-old girl in New York City.",25,84,"Still Here"
