"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Allen Smithee","Norman Spencer","Guillermo Cabrera Infante","Cupid Productions Inc.","R","Action","English","Jan 15, 1971, Original","Feb 6, 2007","1h 39m","Flat (1.85:1)","Vietnam War hero Kowalski (Barry Newman) has become a pill-addicted driver for hire. Transporting a car from Colorado to California, he enlivens the journey by making a wager with his drug dealer: If the trip takes under 15 hours, Kowalski's latest amphetamine purchase is free. But Kowalski's recklessness on the road results in a much-publicized police chase. Radio jock Super Soul (Cleavon Little) covers the pursuit and turns Kowalski, who refuses to pull over, into a martyr for freedom.",79,81,"Vanishing Point"
