"Director","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"John Mackenzie","R","Drama","English","$614.3K","1h 50m","Skulduggery surrounds a stripper (Sherilyn Fenn) and Jack Ruby (Danny Aiello), the nightclub operator who shot Lee Harvey Oswald.",45,20,"Ruby"
