"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Norman Taurog","Hal B. Wallis","Edmund Beloin, Henry Garson","Paramount","PG","Musical, Comedy","English","Jan 1, 2011","1h 44m","Stationed in West Germany, soldier Tulsa McLean (Elvis Presley) hopes to open up a nightclub when he gets out of the army. Tulsa may lack the capital for such a venture, but a chance to raise the cash comes his way through a friendly wager. Local dancer Lili (Juliet Prowse) is a notorious ice queen, and Tulsa bets everything he has that a friend of his can earn her affections. But, when that friend is dispatched to Alaska, it's up to Tulsa to melt Lili's heart.",0,69,"G.I. Blues"
