"Director","Producer","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Jerry Lewis","Milton Ebbins","PG","Comedy","English","Jan 25, 2005","1h 33m","Charles Salt (Sammy Davis Jr.) and Christopher Pepper (Peter Lawford) are owners of a nightclub that is about to go under. The two seek help from Pepper's wealthy twin brother, Lord Sydney Pepper, who promptly denies them a loan. Undaunted, Pepper returns once more and finds his brother murdered. He chooses to view the untimely death as an opportunity, posing as his sibling to keep the club afloat -- except his brother was a diamond smuggler, and his accomplices are still after him.",0,25,"One More Time"
