"Director","Producer","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Paul Mazursky","Jane Rosenthal, Robert De Niro","R","Comedy, Drama","English","$2.1M","1h 28m","Surround","Margaret (Cher) is in the midst of a midlife crisis. Her husband, Jack (Ryan O'Neal), is sleeping with another woman and has hired a thug, Tony (Chazz Palminteri), to murder her for the payout on her life insurance policy. While Tony has Margaret tied up in her house, waiting for word from Jack to pull the trigger, the hit man and the housewife begin chatting to pass the time. As the two talk, Tony starts getting cold feet about the job, while Margaret decides to reevaluate her life.",6,49,"Faithful"
