"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Nancy Savoca","Warner Home Video","R","Drama","English","Sep 13, 1991, Limited","Sep 1, 2009","$18.7K","1h 35m","Surround","A young Marine named Eddie Birdlace (River Phoenix) is set to spend his last night in San Francisco with his military friends before they are deployed to Vietnam in 1963. Eddie and his friends plan to attend a cruel bar event called a ""dogfight,"" which requires Marines to bring unattractive dates who will be judged for their ugliness. Eddie encounters a shy, frumpy girl named Rose (Lili Taylor) whom he brings to the dogfight but finds himself falling for as the night goes on.",83,86,"Dogfight"
