"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Alan Arkin","Jack Brodsky, Elliott Gould","Jules Feiffer","20th Century Fox","PG","Comedy, Drama","English","Feb 9, 1971, Original","1h 50m","Patsy (Marcia Rodd) and Alfred (Elliott Gould) meet when she rescues him from a beating on the crime-ridden streets of New York City. Patsy is immediately taken aback by Alfred's apathetic approach to life, which is in stark contrast to her ardent optimism. She pursues and ultimately marries him in the hopes of changing him. However, after a devastating and random act of violence, Alfred and his in-laws descend further into the insanity and violence surrounding them.",71,80,"Little Murders"
