"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Jimmy Sangster","Tudor Gates","Hammer Films","R","Horror","English","Oct 21, 2019","1h 31m","Flat (1.85:1)","A temptress (Yutte Stensgaard) does Count Karnstein's (Mike Raven) biting at a finishing school in 19th-century Styria.",33,39,"Lust for a Vampire"
