"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Maryam Touzani","Maryam Touzani","Strand Releasing","Les Films du Nouveau Monde, Snowglobe, Cineart","Drama","Arabic","Feb 10, 2023, Limited","2h 3m","Halim and Mina run a traditional caftan store in one of Morocco's oldest medinas. In order to keep up with the commands of the demanding customers, they hire Youssef. Slowly Mina realizes how much her husband is moved by the presence of the young man. Morocco's official entry for Best International Film at the 95th Academy Awards.",96,87,"The Blue Caftan"
