"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Anna Rose Holmer","Anna Rose Holmer, Lisa Kjerulff","Anna Rose Holmer","Oscilloscope Laboratories","Yes, Ma'am","Drama","English","Jun 3, 2016, Limited","Aug 16, 2016","$166.4K","1h 12m","SDDS, Dolby Digital, DTS","An 11-year-old tomboy (Royalty Hightower) tries to fit in with her peers after joining an all-girl dance team.",96,54,"The Fits"
