"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"James Frawley","Jim Henson, David Lazer","Jack Burns, Jerry Juhl","Associated Film Distribution","Henson Associates, ITC Films","G","Kids & Family, Comedy","English","Jun 22, 1979, Original","Jun 2, 2024","Jan 1, 2014","1h 34m","Surround, Stereo","After Kermit the Frog decides to pursue a movie career, he starts his cross-country trip from Florida to California. Along the way, he meets and befriends Fozzie Bear, Miss Piggy, Gonzo and rock musicians Dr. Teeth and the Electric Mayhem. When Kermit is offered a job by Doc Hopper (Charles Durning) to advertise the fried frog legs at his restaurant chain, Kermit turns Hopper down. However, Hopper refuses to relent and pursues Kermit and his companions to a final showdown.",89,88,"The Muppet Movie"
