"Director","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Jonathan Kaplan","PG","Biography","English","Sep 15, 1983, Original","Apr 8, 2014","1h 53m","During the 1950s, housewife Shirley Muldowney (Bonnie Bedelia) talks her mechanic husband, Jack (Leo Rossi), into letting her street race his sports car. She quickly discovers she has a true talent and begins pursuing a career as a professional driver. At first, Shirley is met with skepticism among the racing community and is denied the license necessary to drive professionally. But when she's finally given the chance to prove herself, she shows that racing isn't always a man's game.",100,82,"Heart Like a Wheel"
