"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Howard Hall","Toni Myers, Michele Hall","Warner Bros.","Warner Brothers, IMAX Corporation","G","Documentary","English","Mar 3, 2006, Original","Apr 1, 2010","$46.6M","40m","IMAX (1.43:1)","Johnny Depp and Kate Winslet narrate an exploration of the exotic and rarely seen ecosystems that thrive in the deepest sections of the ocean. Divers photograph the most colorful undersea life, highlighting the symbiosis and biological traits these undersea creatures have developed to survive at such depths. Turtles gather algae to clean their shells, giant squid rapidly change color and divers witness the yearly spawning of a coral reef in the Gulf of Mexico.",91,79,"Deep Sea"
