"Director","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Éric Rohmer","PG","Drama","English","1h 52m","Jeanne (Anne Teyssedre), a high school philosophy instructor, meets Natacha (Florence Darel) at a party. They become friends, and soon Jeanne, who shares an apartment in Paris with her messy boyfriend, is staying at Natacha's while her father (Hugues Quester), a middling French bureaucrat, is out of town. Very quickly, Jeanne realizes Natacha has something to hide -- and when her father comes home and discovers her in his flat, unacknowledged desires come to the forefront.",88,75,"A Tale of Springtime"
