"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Michael Powell, Emeric Pressburger","Michael Powell, Emeric Pressburger","Snader Productions","The Archers","Drama, War","English (United Kingdom)","Feb 1, 1952, Original","Jun 28, 2024","1h 46m","Brilliant but tormented bomb expert Sammy Rice (David Farrar) works for the British government during World War II. Army captain Dick Stuart (Michael Gough) drafts him into a secret project concerning a new small land mine that German planes have been dropping over England's beaches. But despite the ministrations of his faithful assistant and girlfriend, Susan (Kathleen Byron), Rice's increasingly problematic alcoholism and a recent injury threaten his ability to work.",90,72,"The Small Back Room"
