"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Nicholas Kendall","Colleen Nystedt","J.H. Wyman","Panorama Entertainment [us], MTI Home Video [us]","New City Productions, Panorama Entertainment","PG","Fantasy","English","Feb 26, 2000, Original","Sep 25, 2001","1h 53m","Dolby","Owen Walters (Bill Switzer) is a terminally ill preteen who must also cope with all the other rigors of early adolescence. But, after the death of his whimsical next-door neighbor, Mr. Rice (David Bowie), Owen discovers something extraordinary: a complex treasure hunt, devised by Mr. Rice, that may lead the young boy to unearth some fantastic secrets. As Owen struggles with nightmares about death, he inches closer to the treasure, which may offer him some measure of salvation.",50,54,"Mr. Rice's Secret"
