"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Frank Tashlin","Hal B. Wallis","Paramount Pictures","Hal Wallis Productions","Comedy","English","Dec 20, 1956, Limited","Dec 10, 2019","1h 34m","Due to a scam that fell through, gambler Steve Wiley (Dean Martin) finds himself on a road trip to California with film fanatic Malcolm Smith (Jerry Lewis) and his Great Dane, Mr. Bascom. Steve is on the run from his debt to Bookie Benny (Maxie Rosenbloom), and Malcolm is trying to meet actress Anita Ekberg (Anita Ekberg). Soon, they are joined by singer Terry Roberts (Pat Crowley), who's on her way to Las Vegas. As Steve falls for Terry, he tries to figure out how to pay back his debtors.",80,63,"Hollywood or Bust"
