"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Aaron Norris","Don Carmody","Robert Geoffrion, Galen Thompson","R","Action","English","Oct 25, 1991, Original","Jan 1, 2009","$3.4M","1h 35m","Police officer Cliff Garret (Chuck Norris), wounded in the line of duty, is on the edge of death. The Drug Enforcement Administration decides to use his perilous condition to their advantage -- publicizing Garret's death and, when he recovers, using the officer for an all-important undercover mission. Recast as hit man Danny Grogan, Garret is charged with bringing down Seattle kingpin Marco Luganni (Al Waxman). But Garret's life is put in danger when he runs into a face from the past.",13,44,"The Hitman"
