"Director","Producer","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Rouben Mamoulian","William Perlberg","Columbia Pictures Corporation","Drama","English","Dec 22, 2016","1h 39m","Handsome Joe Bonaparte (William Holden) is a fine violin player, but he decides to try boxing instead. His father (Lee J. Cobb) tries to persuade him not to throw away his musical talent, but Joe is determined to make some money. He is helped by promoter Tom Moody (Adolphe Menjou), whose girlfriend, Lorna Moon (Barbara Stanwyck) also encourages the young pugilist. Joe is successful, but he becomes disillusioned with the fight game when a tragedy in the ring leads to darker times.",83,47,"Golden Boy"
