"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Robert Aldrich","Robert Aldrich","Mickey Spillane, A. I. Bezzerides","United Artists, Metro-Goldwyn-Mayer, MGM/UA Home Entertainment Inc.","United Artists","Crime, Drama","English","May 18, 1955, Original","Jun 19, 2001","$882","1h 45m","Mono","35mm, 1.66:1","One evening, private detective Mike Hammer (Ralph Meeker) picks up a strange woman, Christina (Cloris Leachman), who's standing on the highway wearing only a trench coat. They're stopped farther on by strangers who knock out Mike and murder Christina. Although warned not to investigate by the police, Mike and his girlfriend and assistant, Velda (Maxine Cooper), become ensnared in a dark plot involving scientist Dr. Soberin (Albert Dekker) and Christina's terrified roommate, Lily (Gaby Rodgers).",98,84,"Kiss Me Deadly"
