"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Nicolas Roeg","Jeremy Thomas","Yale Udoff","World Northal","R","Drama","English","Oct 23, 1980, Original","Mar 23, 2017","2h 3m","Mono","Scope (2.35:1), 35mm","Alex Linden (Art Garfunkel) is a psychiatrist living in Vienna who meets Milena Flaherty (Theresa Russell) though a mutual friend. Though Alex is quite a bit older than Milena, he's attracted to her young, carefree spirit. Despite the fact that Milena is already married, their friendship quickly turns into a deeply passionate love affair that threatens to overtake them both. When Milena ends up in the hospital from an overdose, Alex is taken into custody by Inspector Netusil (Harvey Keitel).",46,74,"Bad Timing: A Sensual Obsession"
