"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Malcolm Clarke","Christopher Eberts, Jessica Hammerschlag, Steven Jensen","Sean Kanan","R","Drama","English","Jul 16, 2002","1h 44m","A governor's son (D.J. Qualls) takes a wild journey while writing a paper on Holden Caulfield from ""The Catcher in the Rye.""",0,48,"Chasing Holden"
