"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"André Téchiné","Alain Sarde","Pascal Bonitzer, André Téchiné","Les Films Alain Sarde, TF1 Films Productions","Drama","French (Canada)","Apr 19, 1993, Original","Oct 3, 2015","$25.3K","2h 5m","Surround","When her health begins to fail, Berthe (Marthe Villalonga), an aging widow, is forced to live with her successful but emotionally distant daughter, Emilie (Catherine Deneuve). In an attempt to mend her family, Emilie invites her estranged brother Antoine (Daniel Auteuil), a troubled neurosurgeon, to her house for Christmas. But when an argument between Antoine and Emilie's husband, Bruno (Jean-Pierre Bouvier), erupts at the dinner table, the family's troubled past rises to the surface.",93,80,"My Favorite Season"
