"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Lisa Aschan","Helene Lindholm","Lisa Aschan, Josefine Adolfsson","Svenska Filminstitutet, Atmo Media Network, Nordisk Film, Film i Väst, Sveriges Television","Drama","Swedish","Feb 3, 2015","1h 23m","Dolby Digital","Scope (2.35:1)","Emma and Cassandra begin a relationship filled with physical and psychological challenges.",89,46,"She Monkeys"
